N,P,K,temperature,ph,label,rainfall,humidity
39,24,14,30.55472573,7.189259647,orange,106.0711985,90.90343769
13,23,6,23.96147583,7.365338111,orange,102.6958703,90.26408017
21,17,15,23.98289638,7.455991072,orange,118.4901697,91.5473145
33,12,8,25.26052689,6.822282114,orange,117.3695296,90.31153735
6,9,12,31.08368929,7.028746406,orange,109.6894658,90.14362642
19,7,10,14.78003032,6.118430299,orange,100.1961762,91.22062116
24,18,6,26.56608303,6.285312759,orange,116.3796525,94.45239715
9,11,8,24.85903405,6.559236744,orange,111.7803734,94.39000473
31,8,7,34.51465139,7.163245982,orange,103.5684926,93.63812684
22,17,5,24.12188673,6.945562889,orange,102.835632,90.72351622
13,5,8,23.85340379,7.474710503,orange,103.923226,90.10522549
16,8,9,24.60297538,7.601189843,orange,111.2948115,91.28408653
4,13,6,15.63211033,7.561143224,orange,101.4705704,94.25966183
0,25,14,19.33516809,6.361671475,orange,116.450422,91.97978938
8,7,10,28.2620488,6.929216014,orange,105.2132259,91.98317355
4,23,5,22.67594476,7.477935216,orange,110.3332655,93.36348717
33,14,8,21.03200078,7.684420446,orange,110.6823944,92.9641969
30,7,15,33.23453301,7.825531916,orange,115.7659902,91.06053924
21,29,12,22.30318989,6.438668989,orange,117.3688104,92.15987039
11,14,5,11.50322938,6.946354724,orange,115.5683776,94.8933184
9,8,15,14.34320488,7.994465371,orange,110.2223123,94.35734702
5,18,14,33.1056981,7.434118807,orange,119.1709113,93.48447453
29,25,14,30.49183837,7.781988584,orange,113.3302105,90.4582865
33,12,15,30.25578031,6.052318465,orange,116.7173125,92.03272799
8,16,6,12.22816189,7.106650373,orange,108.4161706,90.26457428
15,14,8,10.01081312,6.22094286,orange,119.3941064,90.22399223
16,7,8,22.79196751,6.420457311,orange,116.5084074,90.60901895
0,12,7,20.18432263,6.969249676,orange,116.8130969,90.65458473
5,25,6,30.72119881,6.011302181,orange,106.8118019,94.01331956
6,8,11,24.35590861,6.600948788,orange,119.6946577,92.39651663
10,5,5,21.21306973,7.817846496,orange,112.9834361,91.35349216
1,17,6,10.78689755,6.8198271,orange,117.5293447,91.38411917
1,30,10,11.89925671,7.291405641,orange,103.5771468,91.34663797
0,23,15,22.56664172,7.598729065,orange,109.8585753,93.37488907
24,27,9,18.86883219,6.157135092,orange,119.3936976,93.24688124
36,11,13,17.34083741,7.1917274,orange,112.7194284,93.04897191
40,21,8,34.90665289,7.418761774,orange,102.1906333,92.87820148
40,22,6,24.53610067,6.488221135,orange,115.9787989,91.90997228
32,18,13,13.8377282,6.044167236,orange,107.9873218,91.74780462
9,10,10,22.3551049,6.010391864,orange,101.5164589,93.52211892
13,16,8,34.74004942,6.949838549,orange,100.1967854,93.12316972
15,9,11,11.54785707,7.907956251,orange,108.8289171,94.14861001
29,11,5,23.13338811,7.639788459,orange,104.4224145,91.94670335
1,15,9,29.98364695,7.53350946,orange,115.3560318,94.55239717
18,5,11,20.87947369,6.251586885,orange,102.4550786,90.93756231
14,22,9,17.24944623,6.543191814,orange,112.5090516,91.13772765
33,15,7,15.83388699,7.651225301,orange,109.7571416,91.68293851
4,6,7,23.01014302,6.708889665,orange,112.6738296,91.11764246
17,16,14,16.39624284,6.625538653,orange,102.944161,92.18151927
12,20,10,24.45132792,6.528354932,orange,109.4711098,93.10527686
34,29,8,31.87859192,6.450640306,orange,105.3437825,91.15248149
39,28,10,31.34920143,7.181907673,orange,109.1549823,91.48247612
31,25,12,18.05142392,7.016482298,orange,111.7793889,90.03969587
12,6,8,30.84835031,6.388617138,orange,107.4142681,92.86773675
12,29,13,22.45616931,7.57125447,orange,118.0069295,91.52781832
26,11,11,13.70319166,7.609348255,orange,106.2944879,90.95589386
19,24,15,20.48954522,7.137136973,orange,111.8391951,93.72485075
39,21,9,13.20844373,6.354022554,orange,106.2696156,94.02769434
16,29,13,32.31944397,6.196907944,orange,117.6236473,93.67804556
36,29,13,20.68185224,7.829507245,orange,109.7513927,90.91510525
37,23,12,31.52675982,6.395258356,orange,113.1169398,90.50621806
39,9,15,25.35467646,7.992041984,orange,116.7555937,91.81183218
31,5,14,17.66545409,6.583411671,orange,110.6857506,91.69865887
18,12,8,12.59093977,6.206053072,orange,119.3916718,91.81668769
20,20,10,11.86631922,6.976997772,orange,106.060149,93.68394562
5,8,5,11.03367937,6.562594972,orange,112.7715925,92.22706805
20,8,12,25.2990432,7.260416405,orange,117.9733424,94.96419851
25,21,11,32.23797837,6.460044778,orange,104.7052254,90.15406807
14,19,14,17.68408797,6.699164936,orange,108.0638166,94.35815354
37,18,12,10.2708877,7.401121811,orange,106.6955204,90.19147747
26,15,6,17.22034507,6.912033409,orange,108.0054343,94.78797376
13,22,5,19.667056,7.764040111,orange,100.1737964,90.50096668
32,25,9,10.35609594,7.796034006,orange,101.1456947,93.75652041
19,7,9,27.255435,6.969883483,orange,101.139435,91.71369387
28,7,9,34.5917846,6.730757538,orange,115.5650287,92.13229786
24,30,11,32.39523995,6.601395755,orange,113.25373,94.51768464
7,17,10,10.16431299,6.465913274,orange,106.362551,91.22320999
18,23,8,21.49118657,6.41354791,orange,101.4819888,93.43949693
7,20,12,16.53460397,6.475275337,orange,110.0447896,94.76759975
20,23,11,31.8520694,6.407715561,orange,109.9455062,90.12220323
18,14,11,28.04799508,6.550814117,orange,117.1311498,90.00621688
34,11,10,31.75048899,7.36220835,orange,115.1989301,94.59551226
20,29,10,29.07412717,7.36549204,orange,100.7896871,93.27189064
37,24,13,19.14381903,7.8546243,orange,108.0230792,90.71037456
12,8,10,16.14820285,7.995848977,orange,107.4287664,91.4448027
34,10,14,34.05296914,6.725600855,orange,116.8020848,92.05811721
6,13,9,34.51423957,7.786725333,orange,118.3271968,90.56151463
27,30,5,32.71748548,7.656978112,orange,113.328978,90.54608254
13,8,12,25.16296632,7.105904818,orange,114.3117197,92.54736032
6,7,7,27.68167318,7.199106204,orange,113.9995146,94.47316879
40,17,15,21.35093384,7.871063004,orange,107.0862095,90.9492967
31,26,9,11.69894639,7.566165721,orange,103.2005992,93.25638873
61,68,50,35.21462816,6.793245417,papaya,243.0745066,91.49725058
58,46,45,42.39413392,6.576261427,papaya,88.46607497,90.79028064
45,47,55,38.4191628,6.751452932,papaya,119.2653877,91.14220381
39,65,53,35.33294932,6.560743093,papaya,235.6133585,92.11508608
31,68,45,42.92325255,6.938313356,papaya,196.2408242,90.07600528
70,68,45,33.83508569,6.991626158,papaya,203.4044028,92.85470152
68,62,50,33.20258348,6.977700268,papaya,197.5282582,92.76437927
34,65,47,23.48546973,6.833768535,papaya,191.7760562,93.71043692
38,68,54,29.33710543,6.739170045,papaya,202.0572747,90.81781439
69,64,47,40.21199348,6.993473247,papaya,186.6762324,94.50766912
58,51,47,42.13473976,6.757470637,papaya,197.402901,91.70445386
59,47,53,32.86316618,6.850663232,papaya,47.271547,91.4618874
44,64,54,29.80744318,6.74274935,papaya,232.7046126,91.38048469
56,57,48,31.56213762,6.506120752,papaya,63.62250788,93.0484859
69,60,54,36.32268069,6.98992719,papaya,141.1736926,93.06134398
56,58,49,37.13165026,6.69215564,papaya,172.4788062,94.60761797
49,55,53,38.4418717,6.544029776,papaya,77.71566883,93.63739039
38,51,52,32.66160599,6.927803911,papaya,78.85085502,90.78931681
54,65,47,27.92765919,6.721835879,papaya,149.9107557,91.55594211
57,57,51,39.01793345,6.99223441,papaya,105.8841531,91.48815629
39,52,53,32.51247398,6.704204398,papaya,51.07048113,94.65904123
58,67,45,38.72382798,6.702424548,papaya,62.62377075,91.72514851
61,64,52,43.30204933,6.641098708,papaya,110.562229,92.83405443
34,62,55,27.58548913,6.585346229,papaya,238.5008779,90.72526502
31,48,45,40.78881819,6.563134737,papaya,132.7923586,92.90951393
47,46,52,23.19451074,6.502289473,papaya,206.3999208,91.40301608
32,68,52,32.68067385,6.800321319,papaya,248.8592986,92.61715632
36,59,46,34.28879307,6.721130543,papaya,127.2509777,93.61082872
61,51,51,39.30050027,6.574677594,papaya,120.9512466,94.16193416
70,54,46,39.73149053,6.919342407,papaya,122.7628653,91.12220596
44,56,49,39.23342464,6.519779583,papaya,64.4478499,91.25589286
34,68,51,27.34734861,6.687088098,papaya,40.35153141,94.17756725
50,59,47,40.76998685,6.747975732,papaya,209.8678411,92.09278584
39,70,52,26.26559543,6.65149129,papaya,59.49373381,90.79668055
34,61,49,28.12971499,6.502675132,papaya,117.8201907,93.3210737
44,60,55,34.2804607,6.825371185,papaya,98.54047745,90.55561637
31,62,52,33.7960155,6.99104104,papaya,182.026807,93.00754254
65,62,51,31.53243779,6.511624841,papaya,207.0735119,90.87394933
44,57,53,42.30495821,6.93172108,papaya,74.876786,90.51431779
50,47,48,24.63676897,6.712772333,papaya,218.2299187,90.61964344
43,50,48,28.28222883,6.63016515,papaya,179.2720807,91.37059792
60,46,53,24.48620746,6.761953186,papaya,183.49095,92.98254537
70,68,55,42.84609252,6.691202286,papaya,78.8099639,94.63548176
59,62,52,43.67549305,6.608667684,papaya,103.8235658,93.10887229
60,58,51,42.07213781,6.840802254,papaya,165.7412972,92.92203105
42,60,47,33.46873719,6.834808348,papaya,136.8277041,92.12746225
35,66,47,31.7018373,6.953439161,papaya,48.83810592,91.66232213
34,65,48,41.41968393,6.665024508,papaya,199.3096432,90.03863107
36,54,46,42.54744013,6.662875839,papaya,214.4103848,94.94482086
39,64,52,28.91842453,6.678695788,papaya,63.68794608,94.63676767
37,52,47,43.08022702,6.54277684,papaya,211.8529059,93.90305729
33,47,46,29.20300896,6.839443833,papaya,209.4083305,93.96834049
34,48,48,41.04224355,6.805277038,papaya,181.527598,91.37258067
49,54,50,25.62446619,6.762522087,papaya,97.26336657,93.18240298
40,65,49,35.32876402,6.678449318,papaya,163.9069365,91.06138506
68,52,49,24.42561272,6.577192175,papaya,63.35298768,92.27749066
50,46,52,31.18298415,6.734005648,papaya,54.01872359,90.21646909
65,63,50,31.88342554,6.524459342,papaya,79.27201575,91.3256535
40,49,47,42.93368602,6.501521192,papaya,246.3613268,91.1756748
42,53,48,23.11407669,6.758479569,papaya,231.5153161,94.31994776
49,55,51,24.87212063,6.676578778,papaya,135.1694525,93.90560147
59,62,49,43.36051537,6.941496806,papaya,114.778071,93.35191636
63,58,47,26.83054058,6.864143752,papaya,144.6656444,90.75379971
70,65,52,30.42012134,6.583528529,papaya,75.95295,93.12659793
63,50,52,28.64555584,6.751747609,papaya,115.8163936,93.22642604
40,64,47,32.50037548,6.893509446,papaya,71.73759526,93.47888842
63,58,50,43.03714283,6.720744449,papaya,41.5856585,94.6428898
45,58,49,30.10773379,6.827812549,papaya,75.24521981,90.34546355
66,69,47,23.69212243,6.912299695,papaya,87.53393983,93.61055571
54,67,52,35.67667332,6.586107335,papaya,141.3381168,93.30641944
69,67,52,27.71948962,6.827305908,papaya,82.83061083,94.43877142
67,68,49,35.26824831,6.821774589,papaya,149.8488208,92.38282957
45,57,47,23.16855863,6.656458831,papaya,161.6892093,90.78821158
56,50,52,33.08706051,6.770384816,papaya,88.1300769,92.25197542
70,50,53,37.4620912,6.933809743,papaya,172.3458448,90.44967809
44,47,45,38.73218907,6.579441304,papaya,218.142147,94.73613484
50,60,47,32.57720726,6.92791761,papaya,93.7942847,92.74889453
52,51,53,38.38231475,6.985804083,papaya,210.2735346,93.10378595
35,68,45,42.93605359,6.612429546,papaya,234.8466111,90.09448142
68,69,52,25.65492304,6.813383387,papaya,52.95477913,92.74501561
32,55,52,37.58899717,6.9677596,papaya,159.6577388,91.99740365
32,55,51,29.60718808,6.57398033,papaya,62.68710535,93.15642801
48,62,47,25.34756111,6.803094965,papaya,174.4012337,93.02871078
39,69,53,25.9300384,6.964955435,papaya,241.8202079,93.02357765
49,61,45,32.76795887,6.764213299,papaya,240.4795923,94.57377401
48,57,54,29.02328049,6.617703178,papaya,126.8069869,90.20396783
69,66,49,40.00439101,6.52711001,papaya,92.11877372,90.17015833
53,55,55,33.32315744,6.709668804,papaya,234.496633,91.25271223
38,61,52,31.22790131,6.620729882,papaya,46.44279118,94.94021378
57,64,55,26.68386496,6.583760499,papaya,62.50689682,92.9585411
51,57,55,24.70528368,6.676407337,papaya,108.4103158,90.14732171
56,65,45,38.2016825,6.751298936,papaya,218.0908814,93.97379963
54,66,52,36.56769731,6.867554147,papaya,104.4218596,93.79503425
58,55,47,26.05375792,6.742490027,papaya,240.6863901,93.69111672
68,70,54,31.29986342,6.986228647,papaya,54.77830202,92.76039164
42,59,55,40.10207731,6.979102243,papaya,149.1199989,94.35110201
43,64,47,38.58954491,6.825664782,papaya,102.2708231,91.58076549
35,67,49,41.31330062,6.617066674,papaya,239.7427554,91.1508798
56,59,55,37.03551903,6.551892638,papaya,188.5181422,91.79430166
39,64,53,23.0124018,6.598860305,papaya,208.3357976,91.07355541
18,30,29,26.7627493,6.420018717,coconut,224.5903664,92.86056895
37,23,28,25.61294367,5.740054567,coconut,224.3206759,94.3138837
13,28,33,28.130115,5.686972967,coconut,151.0761899,95.64807631
2,21,35,25.02887163,6.293662363,coconut,179.8248944,91.53720922
10,18,35,27.79797651,6.381975465,coconut,181.6942283,99.64573002
7,11,32,29.25902906,5.542169139,coconut,184.7624496,95.11294697
39,5,31,27.10134661,5.551963184,coconut,150.9502632,93.69979946
34,6,27,25.84726298,5.860740481,coconut,147.8888994,90.92669463
31,30,29,26.58580443,5.558807063,coconut,178.8116076,90.98617591
25,7,35,28.38503882,5.55771171,coconut,189.6711349,99.18843684
16,18,26,28.43647052,5.568365926,coconut,145.5414413,91.81320717
26,10,33,28.27298134,6.07071786,coconut,198.8234862,96.93649473
27,8,32,27.00648436,5.627860549,coconut,144.3331315,96.46168931
37,18,30,27.63551259,6.38488418,coconut,157.9171537,99.34854917
19,15,34,26.29644905,5.685889066,coconut,215.9195049,99.65809151
0,19,33,27.1326009,6.234458417,coconut,204.7206567,95.23797989
31,20,26,25.56567803,6.443168642,coconut,199.7936345,97.61361544
9,17,32,25.94951662,5.842317989,coconut,172.0540491,93.40548703
22,11,29,28.03380598,5.955742971,coconut,218.0055713,95.01630593
31,6,26,29.12859129,5.741367375,coconut,157.2388553,91.30924833
34,6,30,27.0828252,5.948342571,coconut,171.7575545,97.00155491
24,6,32,28.11321494,6.387067562,coconut,172.4813641,90.01734526
1,8,26,27.5136304,5.562911913,coconut,156.6732553,94.18955816
31,13,33,27.63834933,5.85971872,coconut,205.5463111,95.48763389
10,9,28,29.01256899,6.282955073,coconut,150.0500312,94.01014388
36,27,26,26.58413917,6.25449571,coconut,171.6262299,95.78923137
38,24,33,28.28905147,5.973853124,coconut,142.9403233,97.00396405
11,6,25,28.69164799,6.081568052,coconut,178.9635457,96.65248672
16,14,30,29.70931288,6.37466756,coconut,209.8453993,96.30484325
33,14,35,27.14865285,6.027707171,coconut,149.2433497,96.66355213
16,6,29,29.28725038,5.868285082,coconut,132.1491176,91.95614918
32,11,31,25.06871967,6.205931638,coconut,134.8419069,93.31410447
38,14,30,26.92449525,5.570745386,coconut,194.9022136,91.20106019
8,6,33,28.27804288,6.095261013,coconut,171.9457959,93.64761266
23,6,33,29.18032562,6.025789594,coconut,204.9603677,92.73041222
29,25,35,28.3575072,5.542873799,coconut,160.7306991,91.64509299
24,14,33,29.38072512,6.366219551,coconut,218.5241851,93.27565685
32,12,30,25.39241091,5.579845008,coconut,218.080385,98.08951196
30,25,31,26.31270635,5.804965067,coconut,208.1181381,98.62048026
14,21,35,29.52501367,6.121005506,coconut,194.3100272,91.91185319
27,22,29,28.83214859,6.000248647,coconut,145.4172387,92.17170353
40,5,29,28.48444906,5.820978791,coconut,160.389421,97.76865458
17,11,32,28.74013335,5.620733794,coconut,156.7650823,93.39676499
30,30,35,25.00872392,6.001936419,coconut,165.8092179,95.59224018
28,10,30,29.8690834,6.305740522,coconut,192.7678575,91.14723422
39,7,29,27.54273211,6.362544111,coconut,150.2012138,94.59086121
32,20,35,26.52166434,5.588655387,coconut,144.6261698,98.38227669
7,15,32,25.03512351,6.182232762,coconut,174.796583,95.89739958
29,17,29,29.20394909,5.959493188,coconut,211.2506267,95.66997327
34,15,34,27.05826457,5.677282678,coconut,224.7006953,91.10510371
14,23,25,26.18552389,5.612122797,coconut,135.4186222,96.96637916
18,19,29,27.59376845,6.206077742,coconut,162.8432736,92.48519606
7,21,35,25.76011662,5.764812076,coconut,131.2451414,94.65830608
24,27,34,28.87862994,6.203376525,coconut,145.0583117,95.11320315
39,29,29,26.50908611,6.143662699,coconut,199.8778403,94.48414544
29,8,28,26.87037587,6.100429497,coconut,214.4128874,91.72546257
10,24,27,27.57283516,5.708409601,coconut,145.9298935,94.90485697
0,29,32,28.05912437,5.868255858,coconut,171.6516396,98.3670985
32,11,31,29.51611558,6.461225827,coconut,131.2116167,92.56492864
37,10,32,28.96318258,6.165084855,coconut,222.803013,95.16333673
20,29,27,25.09897688,6.047044342,coconut,157.7592626,92.36099489
31,29,35,27.1872282,6.137102505,coconut,141.3220576,92.19906776
17,30,27,29.03065024,5.894027065,coconut,205.5720367,90.79093862
1,12,30,27.754298,5.56222383,coconut,131.0900076,95.94643831
6,13,29,27.31155708,5.832608028,coconut,201.8258633,99.96906006
15,28,32,28.84270971,6.218571874,coconut,224.4016682,99.64328526
27,24,29,26.61423461,6.142010637,coconut,191.006688,96.97300803
3,23,30,29.70143197,6.078807239,coconut,215.1968037,95.65754365
8,26,26,25.54759871,5.702484758,coconut,212.867626,91.64194826
20,28,26,26.37978453,5.547594847,coconut,167.0470997,91.49882979
26,18,27,27.45907759,5.836075368,coconut,142.1430003,92.90736493
1,6,35,27.02269204,6.231662767,coconut,147.1682459,95.71935435
27,30,31,28.98545306,5.718120393,coconut,148.8398374,90.73966792
23,7,34,26.1055118,5.852038202,coconut,134.1279669,91.52421214
0,26,31,25.0707247,5.547933273,coconut,192.9036306,95.02156793
38,6,25,25.54963273,6.156259104,coconut,191.2996157,96.92786777
25,12,26,28.56973521,6.436314406,coconut,134.8370348,95.67906668
40,5,32,26.07010807,5.981169595,coconut,143.533473,96.7036223
0,19,31,25.51791333,6.271952833,coconut,178.7297725,94.38420565
26,9,32,25.9490364,6.470465614,coconut,144.1571109,94.73860514
35,30,34,28.2974764,6.141502001,coconut,182.4482352,95.41122824
19,30,30,29.56549169,5.826381164,coconut,224.8315729,91.40896307
31,13,33,29.69952329,6.342463714,coconut,148.3003692,95.21224392
17,29,26,26.14162144,6.071897347,coconut,195.4115025,93.28415295
2,30,30,26.00175125,6.331051715,coconut,209.540094,94.79998418
30,13,25,27.15116142,6.413184638,coconut,164.9182225,91.48889469
8,15,33,28.97318719,5.50158009,coconut,213.9011021,98.09861043
18,12,35,26.13958446,6.338720873,coconut,131.3387935,96.38580769
8,28,30,25.51618488,6.015672239,coconut,135.1272491,94.33465411
40,22,29,27.55821802,5.735364307,coconut,174.6256481,99.98187601
27,10,33,27.81132822,6.465906333,coconut,154.0621221,97.48410555
21,20,31,25.60033702,5.855457599,coconut,165.8248732,99.7240104
3,9,35,26.91641934,6.318552973,coconut,225.6323656,99.84671638
22,16,27,29.1797902,6.006784979,coconut,188.9252083,90.27214288
27,8,30,26.44600063,6.008386283,coconut,221.2258168,98.29937782
22,8,33,28.43572863,5.665785202,coconut,203.9283708,95.8840407
28,27,32,28.94099669,5.764615485,coconut,191.7723087,93.00109012
23,21,26,26.45488737,5.901495544,coconut,149.2220255,93.45042636
37,5,34,25.79490531,5.779032666,coconut,152.4238712,93.84150618
19,26,29,26.93141945,5.67154928,coconut,166.5712879,98.80313612
133,47,24,24.40228894,7.231324765,cotton,90.8022356,79.19732001
136,36,20,23.09595631,6.925412377,cotton,71.29581071,84.86275707
104,47,18,23.9656349,7.633437412,cotton,90.75616738,76.97696717
133,47,23,24.88738107,6.827354668,cotton,89.76050416,75.62137159
126,38,23,25.36243778,6.176716425,cotton,88.43618918,83.63276077
126,50,19,24.69457084,6.628722836,cotton,78.58494391,81.7358876
113,41,20,25.0017188,7.256877571,cotton,96.32600992,80.53965818
121,45,22,22.45942937,6.443785385,cotton,64.23026638,81.30681027
121,47,16,23.60564038,7.723240151,cotton,72.49800885,79.29573149
129,60,22,24.58453146,5.947448589,cotton,71.94608134,79.12404171
107,45,25,23.0865933,7.227745516,cotton,71.84080724,83.55546146
122,59,18,23.5000992,6.219469084,cotton,79.81328183,83.63488952
140,38,15,24.1472953,6.021439523,cotton,69.91563467,75.88298598
102,49,21,24.69315538,6.253343655,cotton,89.799462,84.84422454
111,40,25,24.484692,6.187455799,cotton,90.94342484,84.44932014
131,35,18,24.49112609,7.057693366,cotton,64.02949379,82.24415809
135,43,16,23.47986888,6.720449769,cotton,86.76287924,81.73049149
100,46,18,24.18586246,6.431689506,cotton,69.08056728,76.04203958
123,39,24,25.00755095,7.453106264,cotton,86.06411872,78.17952126
117,56,15,25.99237426,7.368258226,cotton,89.1188212,77.0543546
121,36,24,23.66457347,7.352401887,cotton,99.36898373,81.69105088
101,58,18,25.66891439,6.652143699,cotton,78.59595817,81.38103349
107,42,24,22.04612876,6.144631795,cotton,86.00758678,84.62978302
100,41,22,22.4204752,7.318802162,cotton,93.46595573,84.55794703
125,39,21,25.03149561,7.954629324,cotton,95.0191318,82.21276599
105,60,23,23.53371386,6.207652157,cotton,87.54004943,77.21705554
102,46,19,22.77076388,6.631005298,cotton,81.49543437,82.5993307
131,49,22,25.49848236,7.306918817,cotton,67.05961949,79.9751579
139,35,15,25.248679,5.898293044,cotton,86.55517751,83.4630147
108,36,19,22.78249615,7.238566893,cotton,64.61444234,77.51235009
118,45,23,23.37044424,7.977651226,cotton,71.67870701,77.43198948
107,51,22,24.86560781,5.983075895,cotton,79.56866268,78.22080815
125,60,17,24.14386157,6.785723961,cotton,80.36146974,84.51591287
113,37,20,25.03300222,7.393441155,cotton,97.10087029,79.04368718
131,52,16,23.65724079,6.486068274,cotton,88.54479121,84.47601498
115,48,16,25.54359718,7.175934962,cotton,88.94245493,84.09229796
113,38,25,22.00085141,7.388265888,cotton,90.42224164,79.47270984
111,41,18,23.64328417,6.10539819,cotton,80.96157332,78.1258666
111,53,19,23.96436009,6.419536555,cotton,84.63148859,78.02763149
122,48,16,24.65425757,6.307585854,cotton,61.82980133,75.6350708
108,46,17,24.3017998,6.93221485,cotton,65.0247867,84.87668973
132,41,22,24.29144926,7.810865753,cotton,90.41694635,81.02453404
103,42,17,24.29470232,6.527541661,cotton,81.05902285,84.61527627
133,50,25,25.72180042,7.569454601,cotton,99.93100821,81.19666206
127,37,18,24.87663664,7.041065585,cotton,91.9223468,76.30050373
110,39,25,22.60612115,7.208795456,cotton,75.13617229,77.34264002
131,38,19,23.86814008,6.814341946,cotton,90.4547185,75.68339729
108,38,24,23.41022496,7.442217061,cotton,78.82199603,76.43836957
122,40,17,24.96440768,6.854558957,cotton,80.03995829,81.31677618
111,50,15,25.16820129,7.884550475,cotton,84.62419032,80.30351815
140,40,17,22.72767171,6.006085786,cotton,77.55176318,77.07598065
100,40,20,22.45145981,7.432043735,cotton,86.84998693,76.25674874
123,50,16,23.04920461,6.498052108,cotton,70.65644296,75.53835214
107,36,21,25.29250148,6.205263534,cotton,62.64174227,75.66653335
118,50,19,22.95604064,6.360812227,cotton,66.48339303,82.33733678
103,51,20,22.80213132,7.046607434,cotton,91.6389565,84.14668447
133,57,19,23.54234715,7.947011366,cotton,84.12536744,75.98203329
129,47,20,24.41212325,6.281913858,cotton,98.60457373,80.80343786
116,52,19,22.94276687,6.114525877,cotton,67.08022574,75.37170612
114,40,23,25.53676123,6.753978061,cotton,95.4262599,81.13668716
131,60,17,25.32023717,7.425041316,cotton,83.46532547,81.79475917
107,43,18,22.426733,6.745104394,cotton,65.54475812,81.53480799
123,44,21,25.78544484,7.641116569,cotton,91.39578861,75.00539324
112,49,25,25.68959532,6.470135478,cotton,66.19426787,77.90621048
119,44,15,22.14593688,7.091992365,cotton,60.65381719,82.8597549
130,59,19,25.07278712,6.520403794,cotton,93.51042684,82.50257909
127,53,24,22.21506982,6.127939628,cotton,70.40557612,76.17851932
134,52,18,23.9643129,7.994679507,cotton,76.13090645,76.59175937
109,36,18,25.40059227,7.524707577,cotton,62.5138867,76.53237965
100,48,17,23.7805123,7.827877818,cotton,66.26555904,83.03878838
132,52,19,24.16402322,6.436691764,cotton,61.94626051,76.7433897
102,37,25,25.31468463,5.907930899,cotton,72.82902109,77.91757121
111,39,22,22.60361557,6.135025006,cotton,88.57395505,80.3509046
117,51,15,22.9535715,6.044556594,cotton,99.75336197,78.71555832
136,36,24,22.74446976,7.59781958,cotton,90.07326633,80.41198458
134,56,18,23.80834611,6.691268104,cotton,70.97358303,83.91902605
112,54,15,25.46228792,6.175492306,cotton,76.88582484,81.56641891
105,56,15,25.96779712,7.272316209,cotton,74.14169043,81.97904282
140,45,15,25.5308271,5.801047545,cotton,99.39557151,80.04662756
126,46,25,24.43847399,6.757457943,cotton,60.79645852,81.69801729
106,49,24,23.03887865,6.983395573,cotton,90.64770699,76.47039772
121,53,19,23.51308653,7.976889498,cotton,80.11272117,76.72621429
108,60,17,22.75805656,6.558902588,cotton,97.76600619,76.75768356
116,56,17,24.71252544,7.979090365,cotton,85.24963302,77.7293114
100,52,19,23.45969093,7.903528673,cotton,93.50153555,82.44777468
129,43,16,25.5503704,6.73210948,cotton,78.58488484,77.85055621
118,44,23,22.08458267,6.691690476,cotton,67.06459777,82.82904143
117,43,25,24.68854799,7.839849298,cotton,69.31153566,78.51206972
126,37,21,25.84997269,6.61448588,cotton,77.03421249,84.16855231
120,48,16,22.46054478,7.456971816,cotton,71.85436078,75.40989245
102,45,16,23.65629976,7.2942193,cotton,74.8984994,77.52425987
131,56,20,22.00817088,7.762647875,cotton,92.23645249,81.83896111
114,40,17,24.32630461,6.363406102,cotton,69.45072055,80.13456404
101,37,18,22.92360984,7.63737841,cotton,92.91915074,82.68738535
106,46,20,23.43821725,6.200671976,cotton,81.15072105,78.63388824
113,38,20,22.10718988,6.364729934,cotton,74.94136567,78.58320116
102,53,21,23.03814028,6.913678684,cotton,91.49697481,76.11021529
110,39,18,24.54795322,7.766259769,cotton,63.88079866,75.39752705
107,58,15,23.73868041,7.55606399,cotton,76.63669195,75.77503808
120,60,15,22.31871914,7.288377241,cotton,65.35747011,83.86129998
89,47,38,25.52468965,6.002524871,jute,151.8869972,72.24850829
60,37,39,26.59104992,6.033485257,jute,161.2469997,82.94164078
63,41,45,25.29781791,7.121933579,jute,196.6249511,86.8870535
86,40,39,25.72100868,6.207459637,jute,175.6086697,88.16513579
96,41,40,23.58419277,6.090060478,jute,190.4242157,72.00460848
100,35,36,25.31042337,6.346715209,jute,190.5577618,72.01364411
63,37,43,23.41798979,6.661957897,jute,185.7446728,85.08640476
70,43,40,24.35564134,6.176860192,jute,169.1168028,88.80391021
67,55,44,26.284017,7.251847296,jute,182.2685447,75.14640198
74,40,40,25.13842773,6.386259978,jute,169.3388465,83.12053888
89,53,44,24.88692811,7.319735475,jute,150.2498675,71.91711523
74,46,45,25.75734909,6.025028997,jute,189.4263485,88.36668522
89,41,38,23.12844351,6.344751947,jute,199.8362913,74.68322732
60,55,40,24.9949957,7.02777956,jute,151.4935635,88.95692783
67,43,38,25.21622704,7.299304715,jute,195.8645552,70.88259632
70,38,35,24.39736241,7.014063944,jute,164.2697011,79.26861738
74,49,38,23.31410442,7.488014404,jute,164.4970373,71.4509053
90,40,39,25.72668885,6.626503893,jute,191.9649389,81.86171563
82,35,44,26.96656378,6.239011,jute,169.8391177,78.21047693
73,45,37,23.70467146,6.742688094,jute,181.2783964,74.63745355
85,53,38,24.90075709,6.588017308,jute,153.8990984,73.84186449
81,56,36,23.39605743,7.097586415,jute,174.7876411,72.60512854
84,55,38,26.8748389,6.956682743,jute,173.1017097,79.78725152
